,0,1
548,12/11/14 3:25:01 AM,101.407
549,12/11/14 3:55:01 AM,100.703
550,12/11/14 4:25:01 AM,100.938
551,12/11/14 4:55:01 AM,101.407
552,12/11/14 5:25:01 AM,101.407
553,12/11/14 5:55:01 AM,101.055
554,12/11/14 6:25:01 AM,101.055
555,12/11/14 6:55:01 AM,100.821
556,12/11/14 7:25:01 AM,101.407
557,12/11/14 7:55:01 AM,101.29
558,12/11/14 8:25:01 AM,101.173
559,12/11/14 8:55:01 AM,101.29
560,12/11/14 9:25:01 AM,101.29
561,12/11/14 9:55:01 AM,101.407
562,12/11/14 10:25:01 AM,101.055
563,12/11/14 10:55:01 AM,101.407
564,12/11/14 11:25:01 AM,101.29
565,12/11/14 11:55:01 AM,101.407
566,12/11/14 12:25:01 PM,101.874
567,12/11/14 12:55:01 PM,100.703
568,12/11/14 1:25:01 PM,101.29
569,12/11/14 1:55:01 PM,101.173
570,12/11/14 2:25:01 PM,101.055
571,12/11/14 2:55:01 PM,101.757
572,12/11/14 3:25:01 PM,101.055
573,12/11/14 3:55:01 PM,101.055
574,12/11/14 4:25:01 PM,101.524
575,12/11/14 4:55:01 PM,101.173
576,12/11/14 5:25:01 PM,101.641
577,12/11/14 5:55:01 PM,101.874
578,12/11/14 6:25:01 PM,102.456
579,12/11/14 6:55:01 PM,102.107
580,12/11/14 7:25:01 PM,101.874
581,12/11/14 7:55:01 PM,101.991
582,12/11/14 8:25:01 PM,101.407
583,12/11/14 8:55:01 PM,101.641
584,12/11/14 9:25:01 PM,102.223
585,12/11/14 9:55:01 PM,102.107
586,12/11/14 10:25:01 PM,101.991
587,12/11/14 10:55:01 PM,102.572
588,12/11/14 11:25:01 PM,102.107
589,12/11/14 11:55:01 PM,102.107
590,12/12/14 12:25:01 AM,103.266
591,12/12/14 12:55:01 AM,102.572
592,12/12/14 1:25:01 AM,103.266
593,12/12/14 1:55:01 AM,102.223
594,12/12/14 2:25:01 AM,102.572
595,12/12/14 2:55:01 AM,102.107
596,12/12/14 3:25:01 AM,102.572
597,12/12/14 3:55:01 AM,103.035
598,12/12/14 4:25:01 AM,102.223
599,12/12/14 4:55:01 AM,102.34
600,12/12/14 5:25:01 AM,103.956
601,12/12/14 5:55:01 AM,101.991
602,12/12/14 6:25:01 AM,101.874
603,12/12/14 6:55:01 AM,102.804
604,12/12/14 7:25:01 AM,103.612
605,12/12/14 7:55:01 AM,102.688
606,12/12/14 8:25:01 AM,102.804
607,12/12/14 8:55:01 AM,102.919
608,12/12/14 9:25:01 AM,102.107
609,12/12/14 9:55:01 AM,102.456
610,12/12/14 10:25:01 AM,102.804
611,12/12/14 10:55:01 AM,101.874
612,12/12/14 11:25:01 AM,101.524
613,12/12/14 11:55:01 AM,101.641
614,12/12/14 12:25:01 PM,101.991
615,12/12/14 12:55:01 PM,101.757
616,12/12/14 1:25:01 PM,102.223
617,12/12/14 1:55:01 PM,101.991
618,12/12/14 2:25:01 PM,103.035
619,12/12/14 2:55:01 PM,102.804
620,12/12/14 3:25:01 PM,101.407
621,12/12/14 3:55:01 PM,102.572
622,12/12/14 4:25:01 PM,101.991
623,12/12/14 4:55:01 PM,101.991
624,12/12/14 5:25:01 PM,101.407
625,12/12/14 5:55:01 PM,101.757
626,12/12/14 6:25:01 PM,102.456
627,12/12/14 6:55:01 PM,101.874
628,12/12/14 7:25:01 PM,102.107
629,12/12/14 7:55:01 PM,101.874
630,12/12/14 8:25:01 PM,102.107
631,12/12/14 8:55:01 PM,102.34
632,12/12/14 9:25:01 PM,101.991
633,12/12/14 9:55:01 PM,102.223
634,12/12/14 10:25:01 PM,102.107
635,12/12/14 10:55:01 PM,102.107
636,12/12/14 11:25:01 PM,102.223
637,12/12/14 11:55:01 PM,102.688
638,12/13/14 12:25:01 AM,101.874
639,12/13/14 12:55:01 AM,102.223
640,12/13/14 1:25:01 AM,101.991
641,12/13/14 1:55:01 AM,102.34
642,12/13/14 2:25:01 AM,101.641
643,12/13/14 2:55:01 AM,101.874
644,12/13/14 3:25:01 AM,102.572
645,12/13/14 3:55:01 AM,102.223
646,12/13/14 4:25:01 AM,102.223
647,12/13/14 4:55:01 AM,102.34
648,12/13/14 5:25:01 AM,102.34
649,12/13/14 5:55:01 AM,102.107
650,12/13/14 6:25:01 AM,102.223
651,12/13/14 6:55:01 AM,102.804
652,12/13/14 7:25:01 AM,102.456
653,12/13/14 7:55:01 AM,102.223
654,12/13/14 8:25:01 AM,102.572
655,12/13/14 8:55:01 AM,102.34
656,12/13/14 9:25:01 AM,101.991
657,12/13/14 9:55:01 AM,101.757
658,12/13/14 10:25:01 AM,101.524
659,12/13/14 10:55:01 AM,102.456
660,12/13/14 11:25:01 AM,102.456
661,12/13/14 11:55:01 AM,101.407
662,12/13/14 12:25:01 PM,102.34
663,12/13/14 12:55:01 PM,101.524
664,12/13/14 1:25:01 PM,101.29
